id,type,rank,dailyPriority,term,chinese,partOfSpeech,theme,ipa,syllables,exampleEnglish,exampleChinese,sourceTitle,sourceDoi,sourceType,sourceSlides,documentFrequency,corpusFrequency
ME-P047,phrase,47,1,immune response,免疫反应,noun phrase,immunology,/ɪˈmjuːn ɹɪˈspɒns/,im·mune re·sponse,The project examines immune response in a relevant biological context.,该项目在相关生物学背景下研究免疫反应。,Multidimensional proteomics and explainable AI feature selection identify cross-platform lung cancer molecular signature in blood plasma.,10.1038/s43856-026-01701-8,,,3,0
ME-P048,phrase,48,1,innate immune response,先天免疫反应,noun phrase,immunology,/ɪˈneɪt ɪˈmjuːn ɹɪˈspɒns/,in·nate im·mune re·sponse,The project examines innate immune response in a relevant biological context.,该项目在相关生物学背景下研究先天免疫反应。,USP24 is a cross-reactive DUB targeting MOV10 to regulate IFN-I production.,10.1038/s41467-026-74490-2,,,3,0
ME-P049,phrase,49,1,antigen processing,抗原加工,noun phrase,immunology,/ˈæntɪdʒən ˈpɹəʊsɛsɪŋ/,an·ti·gen pro·cessing,The project examines antigen processing in a relevant biological context.,该项目在相关生物学背景下研究抗原加工。,SARS-CoV-2 mutations affect antigen processing by the proteasome to alter CD8<sup>+</sup> T cell responses.,10.1016/j.heliyon.2023.e20076,,,3,0
ME-P050,phrase,50,1,antigen presentation,抗原呈递,noun phrase,immunology,/ˈæntɪdʒən ˌprezənˈteɪʃən/,an·ti·gen present·a·tion,The project examines antigen presentation in a relevant biological context.,该项目在相关生物学背景下研究抗原呈递。,Altered ISGylation drives aberrant macrophage-dependent immune responses during SARS-CoV-2 infection.,10.1038/s41590-021-01035-8,,,3,0
ME-P051,phrase,51,1,major histocompatibility complex,主要组织相容性复合体,noun phrase,immunology,/ˈmeɪ.d͡ʒə(ɹ) ˌhɪstəʊkəmˌpætəˈbɪləti ˈkɒmplɛks/,ma·jor his·to·com·pat·ib·il·ity com·plex,The project examines major histocompatibility complex in a relevant biological context.,该项目在相关生物学背景下研究主要组织相容性复合体。,Nilabh Shastri - Towards understanding classical and non-classical MHC-I antigen processing and presentation.,10.1016/j.cellimm.2022.104638,,,3,0
ME-P052,phrase,52,1,endoplasmic reticulum,内质网,noun phrase,cell-biology,/ˌendəʊˈplæzmɪk rɪˈtɪkjʊləm/,en·do·plas·mic re·tic·ulum,The project examines endoplasmic reticulum in a relevant biological context.,该项目在相关生物学背景下研究内质网。,Data-independent acquisition proteomics of cerebrospinal fluid implicates endoplasmic reticulum and inflammatory mechanisms in amyotrophic lateral sclerosis.,10.1111/jnc.16030,,,3,0
ME-P053,phrase,53,1,extracellular matrix,细胞外基质,noun phrase,cell-biology,/ˌekstrəˈseljʊlə ˈmeɪ.tɹɪks/,ex·tra·cel·lu·lar mat·rix,The project examines extracellular matrix in a relevant biological context.,该项目在相关生物学背景下研究细胞外基质。,A systems-based approach to uterine fibroids identifies differential splicing associated with abnormal uterine bleeding.,10.1038/s43856-025-01051-x,,,3,0
ME-P054,phrase,54,1,biomarker discovery,生物标志物发现,noun phrase,clinical,/ˈbaɪəʊˌmɑːkə dɪˈskʌv.ɹi/,bio·mark·er dis·cov·ery,The project examines biomarker discovery in a relevant biological context.,该项目在相关生物学背景下研究生物标志物发现。,Multidimensional proteomics and explainable AI feature selection identify cross-platform lung cancer molecular signature in blood plasma.,10.1038/s43856-026-01701-8,,,3,0
ME-P055,phrase,55,1,molecular signature,分子特征,noun phrase,proteomics,/məˈlɛk.jʊ.lə ˈsɪɡ.nə.t͡ʃə/,mo·lecu·lar sig·na·ture,The project examines molecular signature in a relevant biological context.,该项目在相关生物学背景下研究分子特征。,Multidimensional proteomics and explainable AI feature selection identify cross-platform lung cancer molecular signature in blood plasma.,10.1038/s43856-026-01701-8,,,2,0
ME-P056,phrase,56,1,protein aggregation,蛋白质聚集,noun phrase,proteomics,/ˈpɹəʊ.ti.ɪn æɡɹəˈɡeɪʃən/,pro·tein ag·greg·a·tion,The project examines protein aggregation in a relevant biological context.,该项目在相关生物学背景下研究蛋白质聚集。,Spatial protein expression patterns across pathologically-associated fibers revealed molecular specialization in inclusion body myositis.,10.1186/s12964-026-02720-7,,,3,0
ME-P057,phrase,57,1,protein-protein interaction,蛋白质相互作用,noun phrase,molecular-biology,/ˈpɹəʊ.ti.ɪn ˈpɹəʊ.ti.ɪn ˌɪn.təˈɹæk.ʃən/,pro·tein-·pro·tein in·ter·ac·tion,The project examines protein-protein interaction in a relevant biological context.,该项目在相关生物学背景下研究蛋白质相互作用。,Identification of UHRF2 as a novel DNA interstrand crosslink sensor protein.,10.1371/journal.pgen.1007643,,,1,0
ME-P058,phrase,58,1,loss of function,功能缺失,noun phrase,molecular-biology,/lɒs ɒv ˈfʌŋ(k)ʃən/,loss of func·tion,The project examines loss of function in a relevant biological context.,该项目在相关生物学背景下研究功能缺失。,Targeting G1-S-checkpoint-compromised cancers with cyclin A/B RxL inhibitors.,10.1038/s41586-025-09433-w,,,3,0
ME-P059,phrase,59,1,gain of function,功能获得,noun phrase,molecular-biology,/ɡeɪn ɒv ˈfʌŋ(k)ʃən/,gain of func·tion,The project examines gain of function in a relevant biological context.,该项目在相关生物学背景下研究功能获得。,Targeting G1-S-checkpoint-compromised cancers with cyclin A/B RxL inhibitors.,10.1038/s41586-025-09433-w,,,3,0
ME-P060,phrase,60,1,mechanism of action,作用机制,noun phrase,drug-discovery,/ˈmɛk.ə.nɪ.zəm ɒv ˈækʃən̩/,mech·an·ism of ac·tion,The project examines mechanism of action in a relevant biological context.,该项目在相关生物学背景下研究作用机制。,"Re-Evaluating the Mechanism of Action of α,β-Unsaturated Carbonyl DUB Inhibitors b-AP15 and VLX1570: A Paradigmatic Example of Unspecific Protein Cross-linking with Michael Acceptor Motif-Containing Drugs.",10.1021/acs.jmedchem.0c00144,,,3,0
ME-S001,sentence,1,1,Thank you for taking the time to meet with me today.,感谢您今天抽时间与我会面。,scientific communication,communication,,,Thank you for taking the time to meet with me today.,感谢您今天抽时间与我会面。,Generated meeting-practice sentence,,,,0,0
ME-S002,sentence,2,1,"My name is Tao Ding, and I am a PhD candidate at Peking Union Medical College.",我叫丁涛，是北京协和医学院的博士研究生。,scientific communication,communication,,,"My name is Tao Ding, and I am a PhD candidate at Peking Union Medical College.",我叫丁涛，是北京协和医学院的博士研究生。,Generated meeting-practice sentence,,,,0,0
ME-S003,sentence,3,1,My current project focuses on protein lactylation in C. elegans.,我目前的课题聚焦于秀丽隐杆线虫中的蛋白质乳酸化。,scientific communication,communication,,,My current project focuses on protein lactylation in C. elegans.,我目前的课题聚焦于秀丽隐杆线虫中的蛋白质乳酸化。,Generated meeting-practice sentence,,,,0,0
ME-S004,sentence,4,1,I use mass spectrometry-based proteomics to characterize post-translational modifications.,我使用基于质谱的蛋白质组学来表征翻译后修饰。,scientific communication,communication,,,I use mass spectrometry-based proteomics to characterize post-translational modifications.,我使用基于质谱的蛋白质组学来表征翻译后修饰。,Generated meeting-practice sentence,,,,0,0
ME-S005,sentence,5,1,The main question is how these modifications affect protein function and cellular pathways.,核心问题是这些修饰如何影响蛋白质功能和细胞通路。,scientific communication,communication,,,The main question is how these modifications affect protein function and cellular pathways.,核心问题是这些修饰如何影响蛋白质功能和细胞通路。,Generated meeting-practice sentence,,,,0,0
ME-S006,sentence,6,1,I would like to briefly introduce my current work.,我想简要介绍一下目前的工作。,scientific communication,communication,,,I would like to briefly introduce my current work.,我想简要介绍一下目前的工作。,Generated meeting-practice sentence,,,,0,0
ME-S007,sentence,7,1,This slide shows the overall experimental workflow.,这张幻灯片展示了总体实验流程。,scientific communication,communication,,,This slide shows the overall experimental workflow.,这张幻灯片展示了总体实验流程。,Generated meeting-practice sentence,,,,0,0
ME-S008,sentence,8,1,"First, we collected samples under the indicated conditions.",首先，我们在指定条件下收集了样本。,scientific communication,communication,,,"First, we collected samples under the indicated conditions.",首先，我们在指定条件下收集了样本。,Generated meeting-practice sentence,,,,0,0
ME-S009,sentence,9,1,"We then performed protein extraction, digestion, and LC-MS/MS analysis.",随后，我们进行了蛋白提取、酶解和LC-MS/MS分析。,scientific communication,communication,,,"We then performed protein extraction, digestion, and LC-MS/MS analysis.",随后，我们进行了蛋白提取、酶解和LC-MS/MS分析。,Generated meeting-practice sentence,,,,0,0
ME-S010,sentence,10,1,The data were analyzed to identify differentially modified proteins.,我们分析数据以鉴定差异修饰蛋白。,scientific communication,communication,,,The data were analyzed to identify differentially modified proteins.,我们分析数据以鉴定差异修饰蛋白。,Generated meeting-practice sentence,,,,0,0
ME-S011,sentence,11,1,Our preliminary results suggest that several metabolic pathways may be involved.,我们的初步结果提示可能涉及若干代谢通路。,scientific communication,communication,,,Our preliminary results suggest that several metabolic pathways may be involved.,我们的初步结果提示可能涉及若干代谢通路。,Generated meeting-practice sentence,,,,0,0
ME-S012,sentence,12,1,We observed enrichment in several metabolic pathways.,我们观察到若干代谢通路出现富集。,scientific communication,communication,,,We observed enrichment in several metabolic pathways.,我们观察到若干代谢通路出现富集。,Generated meeting-practice sentence,,,,0,0
ME-S013,sentence,13,1,One possible explanation is that the modification alters protein stability.,一种可能的解释是该修饰改变了蛋白质稳定性。,scientific communication,communication,,,One possible explanation is that the modification alters protein stability.,一种可能的解释是该修饰改变了蛋白质稳定性。,Generated meeting-practice sentence,,,,0,0
ME-S014,sentence,14,1,"However, this interpretation still requires further validation.",不过，这一解释仍需进一步验证。,scientific communication,communication,,,"However, this interpretation still requires further validation.",不过，这一解释仍需进一步验证。,Generated meeting-practice sentence,,,,0,0
ME-S015,sentence,15,1,The main limitation is the current sample size.,主要局限是目前的样本量。,scientific communication,communication,,,The main limitation is the current sample size.,主要局限是目前的样本量。,Generated meeting-practice sentence,,,,0,0
ME-S016,sentence,16,1,We are currently repeating the key experiments.,我们目前正在重复关键实验。,scientific communication,communication,,,We are currently repeating the key experiments.,我们目前正在重复关键实验。,Generated meeting-practice sentence,,,,0,0
ME-S017,sentence,17,1,I am particularly interested in your work on ubiquitin and protease biology.,我尤其对您在泛素和蛋白酶生物学方面的研究感兴趣。,scientific communication,communication,,,I am particularly interested in your work on ubiquitin and protease biology.,我尤其对您在泛素和蛋白酶生物学方面的研究感兴趣。,Generated meeting-practice sentence,,,,0,0
ME-S018,sentence,18,1,I would like to learn activity-based proteomics in your laboratory.,我希望在您的实验室学习活性导向的蛋白质组学。,scientific communication,communication,,,I would like to learn activity-based proteomics in your laboratory.,我希望在您的实验室学习活性导向的蛋白质组学。,Generated meeting-practice sentence,,,,0,0
ME-S019,sentence,19,1,I am also interested in combining ubiquitin profiling with quantitative mass spectrometry.,我也对将泛素谱分析与定量质谱相结合感兴趣。,scientific communication,communication,,,I am also interested in combining ubiquitin profiling with quantitative mass spectrometry.,我也对将泛素谱分析与定量质谱相结合感兴趣。,Generated meeting-practice sentence,,,,0,0
ME-S020,sentence,20,1,"During the visit, I hope to develop a focused and feasible project.",访学期间，我希望开展一个聚焦且可行的项目。,scientific communication,communication,,,"During the visit, I hope to develop a focused and feasible project.",访学期间，我希望开展一个聚焦且可行的项目。,Generated meeting-practice sentence,,,,0,0
ME-S021,sentence,21,1,I would be happy to adapt the plan to your group's current priorities.,我愿意根据您课题组当前的重点调整计划。,scientific communication,communication,,,I would be happy to adapt the plan to your group's current priorities.,我愿意根据您课题组当前的重点调整计划。,Generated meeting-practice sentence,,,,0,0
ME-S022,sentence,22,1,Could you please advise me on which direction would be most useful?,您能否建议哪个方向最有价值？,scientific communication,communication,,,Could you please advise me on which direction would be most useful?,您能否建议哪个方向最有价值？,Generated meeting-practice sentence,,,,0,0
ME-S023,sentence,23,1,Which part of this project do you think is most feasible?,您认为这个项目的哪一部分最可行？,scientific communication,communication,,,Which part of this project do you think is most feasible?,您认为这个项目的哪一部分最可行？,Generated meeting-practice sentence,,,,0,0
ME-S024,sentence,24,1,Are there any ongoing projects that I could contribute to?,是否有我可以参与的在研项目？,scientific communication,communication,,,Are there any ongoing projects that I could contribute to?,是否有我可以参与的在研项目？,Generated meeting-practice sentence,,,,0,0
ME-S025,sentence,25,1,I would appreciate the opportunity to learn from your team.,如果有机会向您的团队学习，我将非常感谢。,scientific communication,communication,,,I would appreciate the opportunity to learn from your team.,如果有机会向您的团队学习，我将非常感谢。,Generated meeting-practice sentence,,,,0,0
ME-S026,sentence,26,1,"Sorry, could you please say that again more slowly?",抱歉，您能否再慢一点说一遍？,scientific communication,communication,,,"Sorry, could you please say that again more slowly?",抱歉，您能否再慢一点说一遍？,Generated meeting-practice sentence,,,,0,0
ME-S027,sentence,27,1,Could you please rephrase the question?,您能换一种方式表述这个问题吗？,scientific communication,communication,,,Could you please rephrase the question?,您能换一种方式表述这个问题吗？,Generated meeting-practice sentence,,,,0,0
ME-S028,sentence,28,1,"If I understood correctly, you are asking about the experimental design.",如果我理解正确，您是在询问实验设计。,scientific communication,communication,,,"If I understood correctly, you are asking about the experimental design.",如果我理解正确，您是在询问实验设计。,Generated meeting-practice sentence,,,,0,0
ME-S029,sentence,29,1,"I caught the first part, but I missed the last point.",我听懂了前半部分，但没有听清最后一点。,scientific communication,communication,,,"I caught the first part, but I missed the last point.",我听懂了前半部分，但没有听清最后一点。,Generated meeting-practice sentence,,,,0,0
ME-S030,sentence,30,1,Could you please type the key term in the chat?,您能把关键词打在聊天框里吗？,scientific communication,communication,,,Could you please type the key term in the chat?,您能把关键词打在聊天框里吗？,Generated meeting-practice sentence,,,,0,0
ME-S031,sentence,31,1,May I take a moment to think?,可以让我稍微想一下吗？,scientific communication,communication,,,May I take a moment to think?,可以让我稍微想一下吗？,Generated meeting-practice sentence,,,,0,0
ME-S032,sentence,32,1,"I do not have the exact answer yet, but my current understanding is as follows.",我目前还没有确切答案，但我的理解如下。,scientific communication,communication,,,"I do not have the exact answer yet, but my current understanding is as follows.",我目前还没有确切答案，但我的理解如下。,Generated meeting-practice sentence,,,,0,0
ME-S033,sentence,33,1,"That is an important point, and I will look into it carefully.",这是一个重要问题，我会认真研究。,scientific communication,communication,,,"That is an important point, and I will look into it carefully.",这是一个重要问题，我会认真研究。,Generated meeting-practice sentence,,,,0,0
ME-S034,sentence,34,1,I will follow up with the relevant data after the meeting.,会后我会补充相关数据。,scientific communication,communication,,,I will follow up with the relevant data after the meeting.,会后我会补充相关数据。,Generated meeting-practice sentence,,,,0,0
ME-S035,sentence,35,1,Would it be all right if I followed up by email?,我稍后通过邮件补充可以吗？,scientific communication,communication,,,Would it be all right if I followed up by email?,我稍后通过邮件补充可以吗？,Generated meeting-practice sentence,,,,0,0
ME-S036,sentence,36,1,The proposed visit would need to be completed within the approved period.,拟议访学需要在获批期限内完成。,scientific communication,communication,,,The proposed visit would need to be completed within the approved period.,拟议访学需要在获批期限内完成。,Generated meeting-practice sentence,,,,0,0
ME-S037,sentence,37,1,I will provide the required documents as soon as possible.,我会尽快提供所需材料。,scientific communication,communication,,,I will provide the required documents as soon as possible.,我会尽快提供所需材料。,Generated meeting-practice sentence,,,,0,0
ME-S038,sentence,38,1,Thank you for your helpful suggestions.,感谢您的宝贵建议。,scientific communication,communication,,,Thank you for your helpful suggestions.,感谢您的宝贵建议。,Generated meeting-practice sentence,,,,0,0
ME-S039,sentence,39,1,I have learned a great deal from this discussion.,我从这次讨论中学到了很多。,scientific communication,communication,,,I have learned a great deal from this discussion.,我从这次讨论中学到了很多。,Generated meeting-practice sentence,,,,0,0
ME-S040,sentence,40,1,I look forward to the possibility of working with you and your team.,我期待有机会与您和您的团队合作。,scientific communication,communication,,,I look forward to the possibility of working with you and your team.,我期待有机会与您和您的团队合作。,Generated meeting-practice sentence,,,,0,0
PPT-W001,word,1,0,fibrosis,纤维化,noun,clinical,/faɪˈbrəʊsɪs/,fibrosis,Our work studies drug targets in lung fibrosis.,我们的研究探索肺纤维化中的药物靶点。,Research Progress and Proposed Oxford Visit,,presentation,"2,4-19",0,0
PPT-W002,word,2,0,fibrotic,纤维化的,adjective,clinical,/faɪˈbrɒtɪk/,fibrot·ic,The combined treatment reduced fibrotic changes.,联合治疗减轻了纤维化改变。,Research Progress and Proposed Oxford Visit,,presentation,"11,15",0,0
PPT-W003,word,3,0,silicosis,矽肺,noun,clinical,/ˌsɪlɪˈkəʊsɪs/,silicos·is,This project examines silica-induced silicosis.,该项目研究二氧化硅诱导的矽肺。,Research Progress and Proposed Oxford Visit,,presentation,"2,4,9-12",0,0
PPT-W004,word,4,0,bleomycin,博来霉素,noun,clinical,/ˌbliːəˈmaɪsɪn/,bleo·my·cin,We use bleomycin to induce pulmonary fibrosis.,我们使用博来霉素诱导肺纤维化。,Research Progress and Proposed Oxford Visit,,presentation,"2,13-17",0,0
PPT-W005,word,5,0,fostamatinib,福坦替尼,noun,drug-discovery,/ˌfɒstəˈmætɪnɪb/,fostam·at·in·ib,Fostamatinib is used to test the role of Syk.,福坦替尼用于检验Syk的作用。,Research Progress and Proposed Oxford Visit,,presentation,6-11,0,0
PPT-W006,word,6,0,samuraciclib,Samuraciclib,noun,drug-discovery,/ˌsæmjʊrəˈsɪklɪb/,samuraciclib,Samuraciclib is used in the later treatment window.,Samuraciclib用于较晚的治疗窗口。,Research Progress and Proposed Oxford Visit,,presentation,6,0,0
PPT-W007,word,7,0,macrophage,巨噬细胞,noun,immunology,/ˈmækrəʊfeɪdʒ/,mac·ro·phage,Macrophages may start an inflammatory loop.,巨噬细胞可能启动炎症循环。,Research Progress and Proposed Oxford Visit,,presentation,"5,9,12-16",0,0
PPT-W008,word,8,0,neutrophil,中性粒细胞,noun,immunology,/ˈnjuːtrəfɪl/,neut·ro·phil,IL-1 beta may recruit neutrophils to the lung.,IL-1β可能将中性粒细胞募集到肺部。,Research Progress and Proposed Oxford Visit,,presentation,"9,12",0,0
PPT-W009,word,9,0,epithelial,上皮的,adjective,cell-biology,/ˌepɪˈθiːliəl/,epi·theli·al,Early PKR activation may cause epithelial injury.,早期PKR激活可能导致上皮损伤。,Research Progress and Proposed Oxford Visit,,presentation,13-17,0,0
PPT-W010,word,10,0,alveolar,肺泡的,adjective,cell-biology,/ælˈviːələ/,al·ve·ol·ar,We focus on alveolar macrophages and AT2 cells.,我们关注肺泡巨噬细胞和AT2细胞。,Research Progress and Proposed Oxford Visit,,presentation,"9,12-16",0,0
PPT-W011,word,11,0,ferroptosis,铁死亡,noun,cell-biology,/ˌferɒpˈtəʊsɪs/,fer·rop·tos·is,Lip-1 is used to block ferroptosis.,Lip-1用于阻断铁死亡。,Research Progress and Proposed Oxford Visit,,presentation,18-20,0,0
PPT-W012,word,12,0,ischemia,缺血,noun,clinical,/ɪˈskiːmiə/,ischemia,Cold ischemia causes strong cellular stress.,冷缺血会造成强烈的细胞应激。,Research Progress and Proposed Oxford Visit,,presentation,18-19,0,0
PPT-W013,word,13,0,reperfusion,再灌注,noun,clinical,/ˌriːpəˈfjuːʒən/,reper·fu·sion,Reperfusion may increase oxidative injury.,再灌注可能加重氧化损伤。,Research Progress and Proposed Oxford Visit,,presentation,18-19,0,0
PPT-W014,word,14,0,phosphoproteome,磷酸化蛋白质组,noun,proteomics,/ˌfɒsfəʊˈprəʊtiəʊm/,phos·phop·ro·teo·me,The phosphoproteome helps us study active signalling.,磷酸化蛋白质组帮助我们研究活跃的信号通路。,Research Progress and Proposed Oxford Visit,,presentation,"3-6,19-20",0,0
PPT-W015,word,15,0,longitudinal,纵向的,adjective,methods,/ˌlɒndʒɪˈtjuːdɪnəl/,lon·git·ud·in·al,The longitudinal data cover several disease stages.,纵向数据覆盖多个疾病阶段。,Research Progress and Proposed Oxford Visit,,presentation,"5,8",0,0
PPT-W016,word,16,0,metabolic,代谢的,adjective,metabolism,/ˌmetəˈbɒlɪk/,meta·bol·ic,Week ten is a major metabolic change point.,第10周是重要的代谢变化节点。,Research Progress and Proposed Oxford Visit,,presentation,"5,7-8",0,0
PPT-W017,word,17,0,trigger,触发因素,noun,molecular-biology,/ˈtrɪɡə/,trig·ger,Syk may act as an early trigger.,Syk可能是早期触发因素。,Research Progress and Proposed Oxford Visit,,presentation,"5,8",0,0
PPT-W018,word,18,0,amplifier,放大因素,noun,molecular-biology,/ˈæmplɪfaɪə/,amp·li·fi·er,CDK7 may act as a later amplifier.,CDK7可能是后期放大因素。,Research Progress and Proposed Oxford Visit,,presentation,"5,8",0,0
PPT-W019,word,19,0,prevention,预防,noun,drug-discovery,/prɪˈvenʃən/,pre·ven·tion,Fostamatinib is tested in the prevention window.,福坦替尼在预防窗口中进行测试。,Research Progress and Proposed Oxford Visit,,presentation,6,0,0
PPT-W020,word,20,0,readout,检测指标,noun,methods,/ˈriːdaʊt/,readout,Histology is one of our main readouts.,组织学是我们的主要检测指标之一。,Research Progress and Proposed Oxford Visit,,presentation,"6-7,10-11",0,0
PPT-W021,word,21,0,preliminary,初步的,adjective,communication,/prɪˈlɪmɪnəri/,pre·lim·in·ary,These are preliminary results and need validation.,这些是初步结果，仍需验证。,Research Progress and Proposed Oxford Visit,,presentation,"7,11,15,17-18",0,0
PPT-W022,word,22,0,causality,因果关系,noun,methods,/kɔːˈzæləti/,caus·al·ity,The knockout experiment provides a stronger test of causality.,敲除实验能更有力地检验因果关系。,Research Progress and Proposed Oxford Visit,,presentation,"8,17",0,0
PPT-W023,word,23,0,cytokine,细胞因子,noun,immunology,/ˈsaɪtəkaɪn/,cy·tokine,IL-1 beta is an important inflammatory cytokine.,IL-1β是一种重要的炎症细胞因子。,Research Progress and Proposed Oxford Visit,,presentation,"9,12",0,0
PPT-W024,word,24,0,inflammasome,炎症小体,noun,immunology,/ɪnˈflæməsəʊm/,in·flam·ma·some,NLRP3 is a key inflammasome in this model.,NLRP3是该模型中的关键炎症小体。,Research Progress and Proposed Oxford Visit,,presentation,"9,12",0,0
PPT-W025,word,25,0,NETosis,中性粒细胞胞外诱捕网形成,noun,immunology,/neˈtəʊsɪs/,netos·is,NETosis may connect inflammation with fibrosis.,NETosis可能连接炎症与纤维化。,Research Progress and Proposed Oxford Visit,,presentation,9-12,0,0
PPT-W026,word,26,0,histology,组织学,noun,methods,/hɪˈstɒlədʒi/,his·to·logy,Histology shows a reduction in lung damage.,组织学显示肺损伤有所减轻。,Research Progress and Proposed Oxford Visit,,presentation,"6-7,10-11,15,18",0,0
PPT-W027,word,27,0,pathology,病理学,noun,clinical,/pəˈθɒlədʒi/,patho·logy,We will complete blinded pathology scoring.,我们将完成盲法病理评分。,Research Progress and Proposed Oxford Visit,,presentation,"6,11,17",0,0
PPT-W028,word,28,0,combination,联合方案,noun,drug-discovery,/ˌkɒmbɪˈneɪʃən/,com·bin·a·tion,The combination showed the strongest effect.,联合方案显示出最强的效果。,Research Progress and Proposed Oxford Visit,,presentation,10-12,0,0
PPT-W029,word,29,0,nucleus,细胞核,noun,cell-biology,/ˈnjuːkliəs/,nuc·le·us,Single-nucleus sequencing is suitable for frozen lung tissue.,单核测序适用于冻存肺组织。,Research Progress and Proposed Oxford Visit,,presentation,"3,10,12",0,0
PPT-W030,word,30,0,annotation,注释,noun,methods,/ˌænəˈteɪʃən/,an·nota·tion,Cell annotation is the first analysis step.,细胞注释是分析的第一步。,Research Progress and Proposed Oxford Visit,,presentation,12,0,0
PPT-W031,word,31,0,communication,细胞通讯,noun,cell-biology,/kəˌmjuːnɪˈkeɪʃən/,com·mu·nic·a·tion,We will analyse communication between immune cells.,我们将分析免疫细胞之间的通讯。,Research Progress and Proposed Oxford Visit,,presentation,12,0,0
PPT-W032,word,32,0,injury,损伤,noun,clinical,/ˈɪndʒəri/,in·jury,The project studies lung injury and repair.,该项目研究肺损伤与修复。,Research Progress and Proposed Oxford Visit,,presentation,"4,13-19",0,0
PPT-W033,word,33,0,knockout,基因敲除,noun,molecular-biology,/ˈnɒkaʊt/,knock·out,The global knockout provides a genetic test.,全身敲除提供了遗传学检验。,Research Progress and Proposed Oxford Visit,,presentation,17,0,0
PPT-W034,word,34,0,peroxidation,过氧化,noun,metabolism,/pəˌrɒksɪˈdeɪʃən/,per·ox·id·a·tion,Lipid peroxidation is a feature of ferroptosis.,脂质过氧化是铁死亡的特征。,Research Progress and Proposed Oxford Visit,,presentation,19,0,0
PPT-W035,word,35,0,feasibility,可行性,noun,communication,/ˌfiːzəˈbɪləti/,feas·ib·il·ity,We need to assess the feasibility of the visit project.,我们需要评估访学项目的可行性。,Research Progress and Proposed Oxford Visit,,presentation,"20,22",0,0
PPT-W036,word,36,0,intervention,干预,noun,drug-discovery,/ˌɪntəˈvenʃən/,in·ter·ven·tion,The intervention starts after disease induction.,干预在疾病诱导后开始。,Research Progress and Proposed Oxford Visit,,presentation,"6,10",0,0
PPT-W037,word,37,0,transition,转变阶段,noun,clinical,/trænˈzɪʃən/,trans·ition,Week ten may represent a disease transition.,第10周可能代表疾病转变阶段。,Research Progress and Proposed Oxford Visit,,presentation,6,0,0
PPT-W038,word,38,0,exercise,运动,noun,clinical,/ˈeksəsaɪz/,ex·er·cise,Fostamatinib improved an exercise measure.,福坦替尼改善了一项运动指标。,Research Progress and Proposed Oxford Visit,,presentation,6-7,0,0
PPT-W039,word,39,0,glucose,葡萄糖,noun,metabolism,/ˈɡluːkəʊs/,gluc·ose,We measured the glucose response at week five.,我们在第5周检测了葡萄糖反应。,Research Progress and Proposed Oxford Visit,,presentation,6-7,0,0
PPT-W040,word,40,0,phagocytosis,吞噬作用,noun,immunology,/ˌfæɡəsaɪˈtəʊsɪs/,pha·go·cyt·os·is,Syk is linked to macrophage phagocytosis.,Syk与巨噬细胞吞噬作用相关。,Research Progress and Proposed Oxford Visit,,presentation,5,0,0
PPT-W041,word,41,0,glycolytic,糖酵解的,adjective,metabolism,/ˌɡlaɪkəˈlɪtɪk/,gly·co·lyt·ic,The model includes a glycolytic change.,该模型包括糖酵解变化。,Research Progress and Proposed Oxford Visit,,presentation,5,0,0
PPT-W042,word,42,0,signal,信号,noun,molecular-biology,/ˈsɪɡnəl/,sig·nal,We need to validate the phosphorylation signal.,我们需要验证磷酸化信号。,Research Progress and Proposed Oxford Visit,,presentation,"5,8,13-19",0,0
PPT-W043,word,43,0,disease,疾病,noun,clinical,/dɪˈziːz/,dis·ease,The four projects cover different disease models.,这四个课题涵盖不同的疾病模型。,Research Progress and Proposed Oxford Visit,,presentation,4-20,0,0
PPT-W044,word,44,0,pharmacology,药理学,noun,drug-discovery,/ˌfɑːməˈkɒlədʒi/,phar·ma·co·logy,The pharmacology result supports PKR as a target.,药理学结果支持PKR作为靶点。,Research Progress and Proposed Oxford Visit,,presentation,"15,17",0,0
PPT-W045,word,45,0,inflammatory,炎症性的,adjective,immunology,/ɪnˈflæmətri/,in·flam·mat·ory,PKR may maintain an inflammatory loop.,PKR可能维持炎症循环。,Research Progress and Proposed Oxford Visit,,presentation,"9,13-16",0,0
PPT-W046,word,46,0,scoring,评分,noun,methods,/ˈskɔːrɪŋ/,scor·ing,Blinded scoring will reduce observer bias.,盲法评分将减少观察者偏倚。,Research Progress and Proposed Oxford Visit,,presentation,"11,17",0,0
PPT-W047,word,47,0,redox,氧化还原,noun,proteomics,/ˈriːdɒks/,redox,Redox proteomics can detect oxidative modifications.,氧化还原蛋白质组学可以检测氧化修饰。,Research Progress and Proposed Oxford Visit,,presentation,19-20,0,0
PPT-W048,word,48,0,multi-omics,多组学,noun,proteomics,/ˌmʌltiˈəʊmɪks/,mul·ti-om·ics,Multi-omics helps us connect targets with cell states.,多组学帮助我们连接靶点与细胞状态。,Research Progress and Proposed Oxford Visit,,presentation,"1-4,19",0,0
PPT-W049,word,49,0,cell-state,细胞状态,noun,cell-biology,/ˈsel steɪt/,cell-state,We will identify the cell state reversed by treatment.,我们将识别被治疗逆转的细胞状态。,Research Progress and Proposed Oxford Visit,,presentation,11-12,0,0
